Run	ReleaseDate	LoadDate	spots	bases	spots_with_mates	avgLength	size_MB	AssemblyName	download_path	Experiment	LibraryName	LibraryStrategy	LibrarySelection	LibrarySource	LibraryLayout	InsertSize	InsertDev	Platform	Model	SRAStudy	BioProject	Study_Pubmed_id	ProjectID	Sample	BioSample	SampleType	TaxID	ScientificName	SampleName	g1k_pop_code	source	g1k_analysis_group	Subject_ID	Sex	Disease	Tumor	Affection_Status	Analyte_Type	Histological_Type	Body_Site	CenterName	Submission	dbgap_study_accession	Consent	RunHash	ReadHash	organism	sample_name	isolate	isolation_source	collection_date	geographic_location	tissue	development_stage
DRR286411	2022-06-07 13:06:50	2022-06-07 13:06:52	15970071	4791021300	15970071	300	1489		https://sra-download.ncbi.nlm.nih.gov/traces/dra4/DRR/000279/DRR286411	DRX275868		RNA-Seq	RANDOM	TRANSCRIPTOMIC	PAIRED	400	0	ILLUMINA	Illumina NovaSeq 6000	DRP008629	PRJDB11460	3	847070	DRS242817	SAMD00293167	simple	105610	Montipora efflorescens	SAMD00293167							no					AORI	DRA011820		public	8A7FCCFA4E31015CA91379855E86C92B	5821655A6AC035706E71174D4296A969	Montipora efflorescens	Mont_egg						Egg
DRR286412	2022-06-07 13:06:50	2022-06-07 13:07:33	20789097	6236729100	20789097	300	1935		https://sra-download.ncbi.nlm.nih.gov/traces/dra4/DRR/000279/DRR286412	DRX275869		RNA-Seq	RANDOM	TRANSCRIPTOMIC	PAIRED	400	0	ILLUMINA	Illumina NovaSeq 6000	DRP008629	PRJDB11460	3	847070	DRS242818	SAMD00293168	simple	105610	Montipora efflorescens	SAMD00293168							no					AORI	DRA011820		public	FA9EE0FEE3BD23EB0A40527DBD51A918	64543B0CB4A69D6B072CE760C6C3452C	Montipora efflorescens	Mont_planula_1dpf						Planula larvae
DRR286408	2022-06-07 13:06:50	2022-06-07 13:08:14	15192910	4557873000	15192910	300	1422		https://sra-download.ncbi.nlm.nih.gov/traces/dra4/DRR/000279/DRR286408	DRX275865		RNA-Seq	RANDOM	TRANSCRIPTOMIC	PAIRED	400	0	ILLUMINA	Illumina NovaSeq 6000	DRP008629	PRJDB11460	3	847070	DRS242819	SAMD00293169	simple	105610	Montipora efflorescens	SAMD00293169							no					AORI	DRA011820		public	431A85622BAC9B379F022B8D2555E6F1	66686BAADE5AC862B1D13FF22C8696D3	Montipora efflorescens	Mont_planula_4dpf						Planula larvae
DRR286409	2022-06-07 13:06:50	2022-06-07 13:08:40	17600680	5280204000	17600680	300	1651		https://sra-download.ncbi.nlm.nih.gov/traces/dra4/DRR/000279/DRR286409	DRX275866		RNA-Seq	RANDOM	TRANSCRIPTOMIC	PAIRED	400	0	ILLUMINA	Illumina NovaSeq 6000	DRP008629	PRJDB11460	3	847070	DRS242820	SAMD00293170	simple	246299	Montipora cactus	SAMD00293170							no					AORI	DRA011820		public	EBF3C4CE01745F0B2CD8EB85CC436CBC	5A13F8754F529A8B753B3707539FD9F8	Montipora cactus	Mont_sperm						Sperm
DRR286407	2022-06-07 13:06:50	2022-06-07 13:06:02	21842337	4412152074	21842337	202	1276		https://sra-download.ncbi.nlm.nih.gov/traces/dra1/DRR/000279/DRR286407	DRX275864		RNA-Seq	PolyA	TRANSCRIPTOMIC	PAIRED	400	0	ILLUMINA	Illumina NovaSeq 6000	DRP008629	PRJDB11460	3	847070	DRS242821	SAMD00293171	simple	246299	Montipora cactus	SAMD00293171							no					AORI	DRA011820		public	84617DB7D30518073E9B4A569DB5F41D	F9BEB31E7DE3D64B390F52F370141C95	Montipora cactus	Mcac_adult						Adult
DRR286410	2022-06-07 13:06:50	2022-06-07 13:07:09	24351874	4919078548	24351874	202	1408		https://sra-download.ncbi.nlm.nih.gov/traces/dra1/DRR/000279/DRR286410	DRX275867		RNA-Seq	PolyA	TRANSCRIPTOMIC	PAIRED	400	0	ILLUMINA	Illumina NovaSeq 6000	DRP008629	PRJDB11460	3	847070	DRS242822	SAMD00293172	simple	105610	Montipora efflorescens	SAMD00293172							no					AORI	DRA011820		public	7F57E6E61F332BC13874CDDE15A6D834	CFD029EF8A55DEE63093FECCC91FC94F	Montipora efflorescens	Meff_adult						Adult
SRR18650999	2022-04-09 07:39:25	2022-04-06 00:30:33	95696808	28708968660	95696808	299	8338		https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR18650999/SRR18650999	SRX14754049	Illumina_MON_1	WGS	PCR	GENOMIC	PAIRED	0	0	ILLUMINA	Illumina NovaSeq 6000	SRP367755	PRJNA812941		812941	SRS12515359	SAMN26442120	simple	2924933	Montipora sp. Colony 1 RG-2022	MON_UAR_061801							no					UNIVERSITY OF CALIFORNIA SANTA CRUZ	SRA1398535		public	BAF8C0A3FB4FFD040E65079245887054	8F9722A746E7E632D2A596390A59E3B8	Montipora sp. Colony 1 RG-2022		Colony 1	coral reef	2018	Pacific Ocean	coral tissue
SRR12959237	2020-11-01 00:28:42	2020-10-31 22:55:09	42473234	12741970200	42473234	300	3802		https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR12959237/SRR12959237	SRX9411933	Coral_E4_day0_3	RNA-Seq	size fractionation	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	HiSeq X Ten	SRP199550	PRJNA544778		544778	SRS7628483	SAMN16560622	simple	591990	Montipora foliosa	Coral_E4_day0_3							no					STATE KEY LAB FOR BIOELECTROINCS	SRA1152132		public	38A71FE0B24B721E04F6AF9EB68B4CC3	B66F98080EBF19BF77294785716D0AA1	Montipora foliosa		sample 4_0_3	Coral reefs	2019-05-07	China: Spratly Islands	Polyps
SRR12959226	2020-11-01 00:28:43	2020-10-31 22:50:50	30451067	9135320100	30451067	300	2722		https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR12959226/SRR12959226	SRX9411944	Coral_E4_day3_1	RNA-Seq	size fractionation	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	HiSeq X Ten	SRP199550	PRJNA544778		544778	SRS7628494	SAMN16560632	simple	591990	Montipora foliosa	Coral_E4_day3_1							no					STATE KEY LAB FOR BIOELECTROINCS	SRA1152132		public	10F4003FFE2E318E1462E7074E5BA852	20AC716CE354003A5F56E312CFB31BB9	Montipora foliosa		sample 4_3_1	Coral reefs	2019-05-10	China: Spratly Islands	Polyps
SRR12959225	2020-11-01 00:28:43	2020-10-31 22:47:53	24999514	7499854200	24999514	300	2235		https://sra-pub-sars-cov2.s3.amazonaws.com/run/SRR12959225/SRR12959225	SRX9411945	Coral_E4_day3_2	RNA-Seq	size fractionation	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	HiSeq X Ten	SRP199550	PRJNA544778		544778	SRS7628495	SAMN16560633	simple	591990	Montipora foliosa	Coral_E4_day3_2							no					STATE KEY LAB FOR BIOELECTROINCS	SRA1152132		public	9B253D5F4B71BBD7AD600DF55ACC5A54	196F95FE4DE8DEB343EEB3B5CDEB8B7D	Montipora foliosa		sample 4_3_2	Coral reefs	2019-05-10	China: Spratly Islands	Polyps
SRR12959224	2020-11-01 00:28:43	2020-10-31 22:47:51	26068604	7820581200	26068604	300	2333		https://sra-pub-sars-cov2.s3.amazonaws.com/run/SRR12959224/SRR12959224	SRX9411946	Coral_E4_day3_3	RNA-Seq	size fractionation	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	HiSeq X Ten	SRP199550	PRJNA544778		544778	SRS7628496	SAMN16560634	simple	591990	Montipora foliosa	Coral_E4_day3_3							no					STATE KEY LAB FOR BIOELECTROINCS	SRA1152132		public	ABB75B266DE1C8740DD4418F6BA33A9A	9EDA0C7F406C7D09116F7DE6E50CA915	Montipora foliosa		sample 4_3_3	Coral reefs	2019-05-10	China: Spratly Islands	Polyps
SRR12959213	2020-11-01 00:28:43	2020-10-31 22:49:17	28697642	8609292600	28697642	300	2556		https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR12959213/SRR12959213	SRX9411957	Coral_E4_day9_1	RNA-Seq	size fractionation	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	HiSeq X Ten	SRP199550	PRJNA544778		544778	SRS7628507	SAMN16560644	simple	591990	Montipora foliosa	Coral_E4_day9_1							no					STATE KEY LAB FOR BIOELECTROINCS	SRA1152132		public	00251225C6B531424C2FB0B63905932B	A0224C17F26FF822F13F0978C1C7B43A	Montipora foliosa		sample 4_9_1	Coral reefs	2019-05-16	China: Spratly Islands	Polyps
SRR12959212	2020-11-01 00:28:43	2020-10-31 22:48:54	27523682	8257104600	27523682	300	2483		https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR12959212/SRR12959212	SRX9411958	Coral_E4_day9_2	RNA-Seq	size fractionation	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	HiSeq X Ten	SRP199550	PRJNA544778		544778	SRS7628508	SAMN16560645	simple	591990	Montipora foliosa	Coral_E4_day9_2							no					STATE KEY LAB FOR BIOELECTROINCS	SRA1152132		public	0F7108DA55CA0FF13DC227D9316C068B	2D0DE6FA6EABDC5E8419CA5B63C23738	Montipora foliosa		sample 4_9_2	Coral reefs	2019-05-16	China: Spratly Islands	Polyps
SRR12959211	2020-11-01 00:28:43	2020-10-31 22:49:49	27635737	8290721100	27635737	300	2480		https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR12959211/SRR12959211	SRX9411959	Coral_E4_day9_3	RNA-Seq	size fractionation	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	HiSeq X Ten	SRP199550	PRJNA544778		544778	SRS7628509	SAMN16560646	simple	591990	Montipora foliosa	Coral_E4_day9_3							no					STATE KEY LAB FOR BIOELECTROINCS	SRA1152132		public	0D274F0588A03B3E8DD534021AE620EE	772FBD29ADF49A7E2269CB4639F1EA3B	Montipora foliosa		sample 4_9_3	Coral reefs	2019-05-16	China: Spratly Islands	Polyps
SRR12786898	2020-10-07 11:10:38	2020-10-07 11:06:41	23523393	7057017900	23523393	300	2059		https://sra-pub-sars-cov2.s3.amazonaws.com/run/SRR12786898/SRR12786898	SRX9256161	Coral_OA_3_day0_1	RNA-Seq	size fractionation	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	HiSeq X Ten	SRP199550	PRJNA544778		544778	SRS7487955	SAMN16365808	simple	246305	Montipora capricornis	Coral_OA_3_day0_1							no					STATE KEY LAB FOR BIOELECTROINCS	SRA1139838		public	2A03A66EB06B5F71DF6E0123C08F6022	DEF871EE4112D7954ED3FB6EE0E8C412	Montipora capricornis		sample 3_0_1	Coral reefs	2019-05-19	China: Spratly Islands	Polyps
SRR12786897	2020-10-07 11:10:38	2020-10-07 11:06:56	25468046	7640413800	25468046	300	2248		https://sra-pub-sars-cov2.s3.amazonaws.com/run/SRR12786897/SRR12786897	SRX9256162	Coral_OA_3_day0_2	RNA-Seq	size fractionation	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	HiSeq X Ten	SRP199550	PRJNA544778		544778	SRS7487956	SAMN16365809	simple	246305	Montipora capricornis	Coral_OA_3_day0_2							no					STATE KEY LAB FOR BIOELECTROINCS	SRA1139838		public	AB07D94DEB7D6C7375ADB01CDFBCDCDB	7AA7F07717D905F764F48279BA7A0264	Montipora capricornis		sample 3_0_2	Coral reefs	2019-05-19	China: Spratly Islands	Polyps
SRR12786896	2020-10-07 11:10:38	2020-10-07 11:05:01	24673820	7402146000	24673820	300	2167		https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR12786896/SRR12786896	SRX9256163	Coral_OA_3_day0_3	RNA-Seq	size fractionation	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	HiSeq X Ten	SRP199550	PRJNA544778		544778	SRS7487957	SAMN16365810	simple	246305	Montipora capricornis	Coral_OA_3_day0_3							no					STATE KEY LAB FOR BIOELECTROINCS	SRA1139838		public	782124F6A5E25BE5F5111F24021671C0	D2301A63030A5FBE16FCB3148BCEC1C9	Montipora capricornis		sample 3_0_3	Coral reefs	2019-05-19	China: Spratly Islands	Polyps
SRR12786895	2020-10-07 11:13:32	2020-10-07 11:10:01	27492014	8247604200	27492014	300	2417		https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR12786895/SRR12786895	SRX9256164	Coral_OA_4_day0_1	RNA-Seq	size fractionation	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	HiSeq X Ten	SRP199550	PRJNA544778		544778	SRS7487958	SAMN16365811	simple	591990	Montipora foliosa	Coral_OA_4_day0_1							no					STATE KEY LAB FOR BIOELECTROINCS	SRA1139838		public	D61DB782F83A6B75DB0A0D7E865273B4	08CFB61F1CDD82739770B934C0FE1DD5	Montipora foliosa		sample 4_0_1	Coral reefs	2019-05-19	China: Spratly Islands	Polyps
SRR12786904	2020-10-07 11:13:32	2020-10-07 11:07:40	26438879	7931663700	26438879	300	2353		https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR12786904/SRR12786904	SRX9256155	Coral_OA_4_day0_2	RNA-Seq	size fractionation	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	HiSeq X Ten	SRP199550	PRJNA544778		544778	SRS7487949	SAMN16365812	simple	591990	Montipora foliosa	Coral_OA_4_day0_2							no					STATE KEY LAB FOR BIOELECTROINCS	SRA1139838		public	64E494FE5E05344F65AF536646C63562	3C2E494032F252FD2FE3444B527E3F9D	Montipora foliosa		sample 4_0_2	Coral reefs	2019-05-19	China: Spratly Islands	Polyps
SRR12786903	2020-10-07 11:10:38	2020-10-07 11:06:49	25337473	7601241900	25337473	300	2228		https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR12786903/SRR12786903	SRX9256156	Coral_OA_4_day0_3	RNA-Seq	size fractionation	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	HiSeq X Ten	SRP199550	PRJNA544778		544778	SRS7487950	SAMN16365813	simple	591990	Montipora foliosa	Coral_OA_4_day0_3							no					STATE KEY LAB FOR BIOELECTROINCS	SRA1139838		public	71DD38C75E7F4FA0BD5D1BBA182A5D55	BFB1A4955E387A32F998D0B2A12DD1F2	Montipora foliosa		sample 4_0_3	Coral reefs	2019-05-19	China: Spratly Islands	Polyps
SRR12808420	2020-10-11 23:55:38	2020-10-11 23:51:25	13746109	2776714018	13746109	202	949		https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR12808420/SRR12808420	SRX9277177	MD-24h28C-1	RNA-Seq	unspecified	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina HiSeq 4000	SRP287049	PRJNA422015		422015	SRS7505484	SAMN08162902	simple	46705	Montipora digitata	MD 24h28C 1							no					UNIVERSITY OF THE PHILIPPINES	SRA1141555		public	8B373F3C0E4D28F527E541C8545575EC	D020CDC10C625CA8804C5F19C1E33825	Montipora digitata		not applicable	not applicable	2016-11-01	Philippines: Bolinao	coral4
SRR12808419	2020-10-11 23:55:38	2020-10-11 23:52:33	16118886	3256014972	16118886	202	1125		https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR12808419/SRR12808419	SRX9277178	MD  24h28C-2	RNA-Seq	unspecified	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina HiSeq 4000	SRP287049	PRJNA422015		422015	SRS7505485	SAMN08162903	simple	46705	Montipora digitata	MD 24h28C 2							no					UNIVERSITY OF THE PHILIPPINES	SRA1141555		public	B0A6FB67743880D161EF3426725B633C	77D1A197663A1C3E508B3320D546949B	Montipora digitata		not applicable	not applicable	2016-11-01	Philippines: Bolinao	coral5
SRR12808418	2020-10-11 23:55:38	2020-10-11 23:53:06	16499429	3332884658	16499429	202	1129		https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR12808418/SRR12808418	SRX9277179	MD  24h28C-3	RNA-Seq	unspecified	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina HiSeq 4000	SRP287049	PRJNA422015		422015	SRS7505486	SAMN08162904	simple	46705	Montipora digitata	MD 24h28C 3							no					UNIVERSITY OF THE PHILIPPINES	SRA1141555		public	FCB7AFCA9984ABA772E37758F2037638	E36B8114C6C5A4973CC825ADAC3433C7	Montipora digitata		not applicable	not applicable	2016-11-01	Philippines: Bolinao	coral6
SRR12808414	2020-10-11 23:55:38	2020-10-11 23:52:10	14403684	2909544168	14403684	202	990		https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR12808414/SRR12808414	SRX9277183	MD-24h32C-1	RNA-Seq	unspecified	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina HiSeq 4000	SRP287049	PRJNA422015		422015	SRS7505490	SAMN08162908	simple	46705	Montipora digitata	MD 24h32C 1							no					UNIVERSITY OF THE PHILIPPINES	SRA1141555		public	AB6981E526B30D6D271DEB5DE816A7AC	B2C306E8DDB524D2AD4366FFC5D2E3A4	Montipora digitata		not applicable	not applicable	2016-11-01	Philippines: Bolinao	coral10
SRR12808423	2020-10-12 00:17:28	2020-10-11 23:58:39	14870593	3003859786	14870593	202	1019		https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR12808423/SRR12808423	SRX9277174	MD  24h32C-2	RNA-Seq	unspecified	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina HiSeq 4000	SRP287049	PRJNA422015		422015	SRS7505481	SAMN08162909	simple	46705	Montipora digitata	MD 24h32C 2							no					UNIVERSITY OF THE PHILIPPINES	SRA1141555		public	F2392CDB5179FF0D11B217B45B1324E6	ACFA816FA0CDFE40BA316025AAE8AF4D	Montipora digitata		not applicable	not applicable	2016-11-01	Philippines: Bolinao	coral11
SRR12808422	2020-10-11 23:54:14	2020-10-11 23:52:18	14273102	2883166604	14273102	202	989		https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR12808422/SRR12808422	SRX9277175	MD  24h32C-3	RNA-Seq	unspecified	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina HiSeq 4000	SRP287049	PRJNA422015		422015	SRS7505482	SAMN08162910	simple	46705	Montipora digitata	MD 24h32C 3							no					UNIVERSITY OF THE PHILIPPINES	SRA1141555		public	A5DB8AB4FC7E9E4AA6EEF947B5277876	D5C9B728EDB83FB56CBF0BB2B90203D0	Montipora digitata		not applicable	not applicable	2016-11-01	Philippines: Bolinao	coral12
SRR12808424	2020-10-11 23:55:38	2020-10-11 23:51:43	13075657	2641282714	13075657	202	938		https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR12808424/SRR12808424	SRX9277173	MD 4h28C-2	RNA-Seq	unspecified	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina HiSeq 4000	SRP287049	PRJNA422015		422015	SRS7505480	SAMN08162900	simple	46705	Montipora digitata	MD 4h28C 2							no					UNIVERSITY OF THE PHILIPPINES	SRA1141555		public	5B613B1B06811BD650C5E33CE73D53E2	AACE7EC5E8773471143DB79F3401C77F	Montipora digitata		not applicable	not applicable	2016-11-01	Philippines: Bolinao	coral2
SRR12808421	2020-10-11 23:55:38	2020-10-11 23:53:06	17866809	3609095418	17866809	202	1226		https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR12808421/SRR12808421	SRX9277176	MD 4h28C-3	RNA-Seq	unspecified	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina HiSeq 4000	SRP287049	PRJNA422015		422015	SRS7505483	SAMN08162901	simple	46705	Montipora digitata	MD 4h28C 3							no					UNIVERSITY OF THE PHILIPPINES	SRA1141555		public	B0BDFABD8A81C209BA83A67B29CE56F6	411C9E47CD7DBE89BC09258DE3181838	Montipora digitata		not applicable	not applicable	2016-11-01	Philippines: Bolinao	coral3
SRR12808417	2020-10-11 23:55:38	2020-10-11 23:53:35	17125180	3459286360	17125180	202	1173		https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR12808417/SRR12808417	SRX9277180	MD-4h32C-1	RNA-Seq	unspecified	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina HiSeq 4000	SRP287049	PRJNA422015		422015	SRS7505487	SAMN08162905	simple	46705	Montipora digitata	MD 4h32C 1							no					UNIVERSITY OF THE PHILIPPINES	SRA1141555		public	C088BABCA3178D460B81614DD578B9E9	0882032FF1A0E60A3C2003B59B98308C	Montipora digitata		not applicable	not applicable	2016-11-01	Philippines: Bolinao	coral7
SRR12808416	2020-10-11 23:55:38	2020-10-11 23:52:24	14379970	2904753940	14379970	202	990		https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR12808416/SRR12808416	SRX9277181	MD  4h32C-2	RNA-Seq	unspecified	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina HiSeq 4000	SRP287049	PRJNA422015		422015	SRS7505488	SAMN08162906	simple	46705	Montipora digitata	MD 4h32C 2							no					UNIVERSITY OF THE PHILIPPINES	SRA1141555		public	198570BBED7FB2CE8729C518039AD41D	101023DCA5A90E077050F0CA36620A85	Montipora digitata		not applicable	not applicable	2016-11-01	Philippines: Bolinao	coral8
SRR12808415	2020-10-11 23:58:39	2020-10-11 23:52:54	17276543	3489861686	17276543	202	1184		https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR12808415/SRR12808415	SRX9277182	MD  4h32C-3	RNA-Seq	unspecified	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina HiSeq 4000	SRP287049	PRJNA422015		422015	SRS7505489	SAMN08162907	simple	46705	Montipora digitata	MD 4h32C 3							no					UNIVERSITY OF THE PHILIPPINES	SRA1141555		public	3E0F195828EA54A1CB1EFF762DE18928	74F2FC2B461736BC42CB29907A5478F9	Montipora digitata		not applicable	not applicable	2016-11-01	Philippines: Bolinao	coral9
SRR12808425	2020-10-11 23:55:38	2020-10-11 23:51:33	14737581	2976991362	14737581	202	1016		https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR12808425/SRR12808425	SRX9277172	MD-4h28C-1	RNA-Seq	unspecified	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina HiSeq 4000	SRP287049	PRJNA422015		422015	SRS7505479	SAMN08162899	simple	46705	Montipora digitata	MD-4h28C 1							no					UNIVERSITY OF THE PHILIPPINES	SRA1141555		public	83388C2F581542D2246C5BA462A6E928	1B5B0DF189C75EADD137D21B0D41CCE6	Montipora digitata		not applicable	not applicable	2016-11-01	Philippines: Bolinao	coral1
SRR12904783	2020-10-27 05:50:31	2020-10-27 05:45:02	32976788	9893036400	32976788	300	3116		https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR12904783/SRR12904783	SRX9369674	Reef-building coral 3_1	RNA-Seq	size fractionation	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	HiSeq X Ten	SRP199550	PRJNA544778		544778	SRS7591523	SAMN16520571	simple	246305	Montipora capricornis	Reef-building coral 3_1							no					STATE KEY LAB FOR BIOELECTROINCS	SRA1148262		public	560DBF3B8BACA97C5842FF01165F75C5	FC2549058BE5B294B02C3CB1FEDB15AC	Montipora capricornis		sample 3_1	Coral reefs	2017-10-20	China: Spratly Islands	Polyps
SRR12904782	2020-10-27 05:44:30	2020-10-27 05:41:44	28009013	8402703900	28009013	300	2453		https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR12904782/SRR12904782	SRX9369675	Reef-building coral 3_2	RNA-Seq	size fractionation	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	HiSeq X Ten	SRP199550	PRJNA544778		544778	SRS7591524	SAMN16520572	simple	246305	Montipora capricornis	Reef-building coral 3_2							no					STATE KEY LAB FOR BIOELECTROINCS	SRA1148262		public	6D70EB7BD354F600E784C46A2080C624	B12C5B54BDC45FC5471ADF335CBEBCB3	Montipora capricornis		sample 3_2	Coral reefs	2017-10-20	China: Spratly Islands	Polyps
SRR12904781	2020-10-27 05:46:34	2020-10-27 05:40:23	35722291	10716687300	35722291	300	3113		https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR12904781/SRR12904781	SRX9369676	Reef-building coral 3_3	RNA-Seq	size fractionation	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	HiSeq X Ten	SRP199550	PRJNA544778		544778	SRS7591525	SAMN16520573	simple	246305	Montipora capricornis	Reef-building coral 3_3							no					STATE KEY LAB FOR BIOELECTROINCS	SRA1148262		public	B13F2938E8EADB23A9B8209B6171E90A	553B82A61CCB80EC9263B32D3881D9A8	Montipora capricornis		sample 3_3	Coral reefs	2017-10-20	China: Spratly Islands	Polyps
SRR12904780	2020-10-27 05:42:38	2020-10-27 05:38:01	23328899	6998669700	23328899	300	2171		https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR12904780/SRR12904780	SRX9369677	Reef-building coral 4_1	RNA-Seq	size fractionation	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	HiSeq X Ten	SRP199550	PRJNA544778		544778	SRS7591526	SAMN16520574	simple	591990	Montipora foliosa	Reef-building coral 4_1							no					STATE KEY LAB FOR BIOELECTROINCS	SRA1148262		public	DEE13AA2387CDB4A5D7DEB20271F274A	41B8A4BEBDCA0EF8C332FE0A3D2ECFB5	Montipora foliosa		sample 4_1	Coral reefs	2017-10-20	China: Spratly Islands	Polyps
SRR12904792	2020-10-27 05:37:29	2020-10-27 05:34:39	23735776	7120732800	23735776	300	2076		https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR12904792/SRR12904792	SRX9369665	Reef-building coral 4_2	RNA-Seq	size fractionation	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	HiSeq X Ten	SRP199550	PRJNA544778		544778	SRS7591514	SAMN16520575	simple	591990	Montipora foliosa	Reef-building coral 4_2							no					STATE KEY LAB FOR BIOELECTROINCS	SRA1148262		public	977124FC0E93774104F5E2FF396E0990	C120AB5EC364449AA407EF8B9F2FAC4A	Montipora foliosa		sample 4_2	Coral reefs	2017-10-20	China: Spratly Islands	Polyps
SRR12904791	2020-10-27 05:48:32	2020-10-27 05:44:07	30213337	9064001100	30213337	300	2661		https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR12904791/SRR12904791	SRX9369666	Reef-building coral 4_3	RNA-Seq	size fractionation	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	HiSeq X Ten	SRP199550	PRJNA544778		544778	SRS7591515	SAMN16520576	simple	591990	Montipora foliosa	Reef-building coral 4_3							no					STATE KEY LAB FOR BIOELECTROINCS	SRA1148262		public	24C69B182CF936562848FC557672D2CC	CAD7178398816F39FA8FB4EDDFFEF002	Montipora foliosa		sample 4_3	Coral reefs	2017-10-20	China: Spratly Islands	Polyps
SRR12710848	2020-09-27 03:14:46	2020-09-27 01:53:11	26273037	7881911100	26273037	300	2355		https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR12710848/SRR12710848	SRX9189759	Coral_OA_3_day3_1	RNA-Seq	size fractionation	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	HiSeq X Ten	SRP199550	PRJNA544778		544778	SRS7425775	SAMN16237445	simple	246305	Montipora capricornis	Coral_OA_3_day3_1							no					STATE KEY LAB FOR BIOELECTROINCS	SRA1130829		public	D812ABFED77242A902EE65F74BEB697D	7135746D2E7B9F89751C15FD342DDE08	Montipora capricornis		sample 3_3_1	Coral reefs	2019-05-22	China: Spratly Islands	Polyps
