SRR7042978	SRR7062295	SRR7062350	SRR7043704	SRR7058616	SRR7058566	SRR7055829	SRR7058378	SRR7058606	SRR7059699	SRR7043013	SRR7046161	SRR6987146	SRR7041301	SRR7040514	SRR6964364	SRR6986864	SRR6951744	SRR6963586	SRR6963878	SRR7039808	SRR6951423	SRR6952431	SRR6963891	SRR6914609	SRR6914908	SRR6934388	SRR6934542	SRR6942678	SRR6942729	SRR6914151	SRR6935629	Pacuta_HTAC_TP1_1653	Pacuta_HTHC_TP6_1721	Pacuta_ATHC_TP10_1205	Pacuta_ATAC_TP5_1059	Pacuta_HTHC_TP1_2210	Pacuta_HTHC_TP11_1416	Pacuta_ATHC_TP8_2861	Pacuta_HTHC_TP5_1168	Pacuta_HTAC_TP7_1487	Pacuta_ATAC_TP6_1050	Pacuta_ATAC_TP7_1047	Pacuta_ATHC_TP1_2977	Pacuta_HTHC_TP4_1169	Pacuta_ATHC_TP11_2879	Pacuta_ATHC_TP7_1281	Pacuta_HTAC_TP5_1571	Pacuta_ATHC_TP1_1207	Pacuta_HTAC_TP8_1329	Pacuta_ATHC_TP9_2979	Pacuta_HTHC_TP3_2527	Pacuta_ATHC_TP6_2999	Pacuta_ATHC_TP3_1219	Pacuta_HTAC_TP3_2026	Pacuta_ATHC_TP10_2197	Pacuta_HTAC_TP5_1303	Pacuta_HTAC_TP6_1330	Pacuta_ATHC_TP11_2668	Pacuta_HTHC_TP1_1676	Pacuta_HTAC_TP10_1225	Pacuta_HTHC_TP3_1418	Pacuta_ATHC_TP4_2993	Pacuta_ATHC_TP5_1296	Pacuta_ATAC_TP7_1445	Pacuta_HTAC_TP9_1302	Pacuta_HTAC_TP9_1486	Pacuta_ATAC_TP1_1775	Pacuta_HTAC_TP6_1744	Pacuta_ATAC_TP6_1468	Pacuta_ATHC_TP5_2212	Pacuta_ATAC_TP10_1159	Pacuta_ATAC_TP8_1755	Pacuta_ATAC_TP9_1141	Pacuta_ATAC_TP1_1043	Pacuta_ATAC_TP6_1542	Pacuta_HTHC_TP4_1343	Pacuta_HTHC_TP7_1427	Pacuta_ATHC_TP3_2750	Pacuta_HTAC_TP4_1581	Pacuta_ATHC_TP1_2743	Pacuta_HTHC_TP8_1184	Pacuta_ATAC_TP10_1641	Pacuta_ATAC_TP3_1471	Pacuta_HTAC_TP8_1765	Pacuta_HTAC_TP11_1647	Pacuta_HTHC_TP4_2195	Pacuta_HTAC_TP11_1582	Pacuta_ATAC_TP4_2002	Pacuta_HTAC_TP4_1701	Pacuta_ATAC_TP5_1563	Pacuta_ATHC_TP8_2564	Pacuta_ATAC_TP1_2363	Pacuta_HTAC_TP1_2005	Pacuta_ATAC_TP4_1060	Pacuta_HTAC_TP3_1617	Pacuta_HTHC_TP10_1732	Pacuta_HTHC_TP1_1239	Pacuta_HTHC_TP10_1238	Pacuta_ATHC_TP7_2409	Pacuta_HTHC_TP7_1090	Pacuta_ATAC_TP10_1559	Pacuta_ATAC_TP5_1757	Pacuta_HTHC_TP7_1820	Pacuta_ATAC_TP9_1594	Pacuta_HTAC_TP10_1536	Pacuta_ATHC_TP10_2550	Pacuta_HTHC_TP11_2185	Pacuta_HTHC_TP5_1415	Pacuta_ATAC_TP11_2306	Pacuta_HTHC_TP5_2087	Pacuta_ATHC_TP11_1147	Pacuta_HTAC_TP11_1596	Pacuta_ATAC_TP4_1762	Pacuta_HTAC_TP5_1707	Pacuta_ATHC_TP3_2534	Pacuta_HTAC_TP9_1696	Pacuta_HTHC_TP8_1709	Pacuta_ATAC_TP7_2413	Pacuta_HTAC_TP10_2064	Pacuta_HTHC_TP3_1227	Pacuta_HTHC_TP6_1595	Pacuta_HTHC_TP8_2304	Pacuta_HTHC_TP9_2202	Pacuta_ATAC_TP3_1041	Pacuta_HTHC_TP6_1138	Pacuta_ATHC_TP7_2878	Pacuta_HTAC_TP1_2414	Pacuta_HTAC_TP7_1728	Pacuta_ATAC_TP11_1103	Pacuta_ATHC_TP9_2873	Pacuta_ATHC_TP4_1220	Pacuta_HTHC_TP9_2305	Pacuta_HTAC_TP6_1466	Pacuta_HTHC_TP10_2300	Pacuta_ATHC_TP5_2877	Pacuta_ATHC_TP6_2870	Pacuta_ATAC_TP3_1637	Pacuta_ATHC_TP9_1451	Pacuta_HTAC_TP8_2513	Pacuta_HTHC_TP9_1131	Pacuta_ATAC_TP8_2012	Pacuta_ATAC_TP9_2357	Pacuta_ATHC_TP6_1254	Pacuta_HTAC_TP3_1642	Pacuta_HTAC_TP7_2072	Pacuta_ATHC_TP8_1459	Pacuta_ATAC_TP8_1051	Pacuta_HTAC_TP4_1767	Pacuta_ATAC_TP11_1777	Pacuta_ATHC_TP4_2733
Pacuta_HTHC_TP9_1131	0.00845624	0.000488183	0.00239929	0.00339674	0.00322709	0.00470376	0.00854719	0.00759119	0.00777263	0.00601156	0	0	0.00224562	0.00502402	0.00560846	0.00735796	0.00717055	0.00180429	0.00503807	0.00526764	0	0	0	0	0.00328513	0.00594184	0.00297003	0.00349304	0.00102641	0.0010958	0	0	0.183024	0.153965	0.202991	0.201492	0.219183	0.237301	0.238483	0.238741	0.237708	0.238176	0.239985	0.237516	0.238858	0.240996	0.240598	0.240699	0.241902	0.242148	0.234322	0.233767	0.234938	0.235524	0.235117	0.235662	0.235303	0.218016	0.243477	0.223703	0.224714	0.226651	0.228924	0.230992	0.282434	0.264866	0.270476	0.272037	0.274326	0.277481	0.277552	0.26632	0.270101	0.269723	0.279159	0.277535	0.278466	0.280138	0.283001	0.283127	0.269285	0.270316	0.268709	0.265556	0.263888	0.277171	0.278051	0.279603	0.280069	0.279987	0.279651	0.280084	0.270003	0.269039	0.2715	0.269927	0.272927	0.274175	0.274287	0.277203	0.275825	0.272935	0.272798	0.271314	0.271012	0.271787	0.278997	0.309602	0.290869	0.459081	0.462949	0.461182	0.462399	0.462308	0.46255	0.462824	0.465405	0.464034	0.456226	0.457975	0.458416	0.458341	0.459603	0.460468	0.460062	0.46016	0.460831	0.461851	0.461425	0.446389	0.445801	0.451	0.454015	0.453844	0.455855	0.45509	0.454841	0.451106	0.451509	0.451185	0.5	0.449398	0.449196	0.366022	0.371026	0.372293	0.381864	0.383961	0.386438	0.381302	0.388454
Pacuta_HTAC_TP8_2513	0.00592521	0	0	0.000759071	0.000647478	0.00206031	0.00615417	0.00516003	0.00501715	0.00319656	0	0	0	0.00238313	0.00298321	0.00474446	0.00466249	0	0.00240094	0.002772	0	0	0	0	0.00100675	0.0037328	0.000830476	0.00119378	0	0	0	0	0.180873	0.151652	0.201698	0.199495	0.217422	0.235865	0.237049	0.237068	0.236547	0.236824	0.238579	0.236173	0.237243	0.239586	0.239138	0.239262	0.240308	0.240665	0.232735	0.232375	0.233336	0.233924	0.233438	0.234196	0.233906	0.215865	0.242039	0.221776	0.223338	0.224952	0.227166	0.229483	0.280811	0.263909	0.26906	0.270709	0.272978	0.276221	0.276287	0.264949	0.268781	0.268842	0.277867	0.276389	0.277218	0.278839	0.281482	0.281809	0.26767	0.268758	0.267667	0.264417	0.262666	0.275844	0.277097	0.278365	0.278609	0.278377	0.278376	0.278701	0.268563	0.267601	0.270241	0.268817	0.271373	0.27275	0.273088	0.276013	0.274773	0.271201	0.271548	0.270435	0.269708	0.270557	0.277152	0.308618	0.289928	0.457977	0.461231	0.461259	0.461278	0.46125	0.461505	0.461301	0.464147	0.463134	0.45539	0.45644	0.456893	0.457681	0.458029	0.45896	0.458861	0.459061	0.459883	0.46069	0.461067	0.445343	0.44439	0.44926	0.452458	0.45268	0.453982	0.453519	0.453748	0.450537	0.449871	0.5	0.451185	0.447699	0.447878	0.364514	0.370565	0.371948	0.380515	0.382245	0.385503	0.379796	0.38735
Pacuta_ATHC_TP9_1451	0.00782329	0	0.0019897	0.0028428	0.00252431	0.00396181	0.00790517	0.0069938	0.00705329	0.00548155	0	0	0.00199261	0.00461622	0.00523359	0.00689261	0.00674105	0.00152193	0.00450518	0.00483976	0	0	0	0	0.00271932	0.00538985	0.00250931	0.00308039	0.000419916	0.000560459	0	0	0.18292	0.153688	0.203432	0.201844	0.219352	0.237631	0.238976	0.239137	0.238228	0.23858	0.240554	0.238107	0.239345	0.241557	0.240971	0.241376	0.242451	0.242436	0.234441	0.234309	0.235426	0.235898	0.23539	0.236233	0.235927	0.218092	0.244108	0.224095	0.225324	0.226918	0.229291	0.231445	0.282771	0.265695	0.270899	0.273292	0.275123	0.278557	0.278549	0.267368	0.270987	0.270683	0.278923	0.277471	0.278329	0.280147	0.282929	0.282751	0.26879	0.269438	0.268569	0.265648	0.263654	0.276749	0.277904	0.279207	0.279841	0.279769	0.2794	0.279675	0.269899	0.268763	0.27116	0.269646	0.272343	0.274141	0.273874	0.277262	0.27555	0.272815	0.272943	0.270883	0.270926	0.271259	0.279623	0.309833	0.291396	0.45922	0.463136	0.460476	0.461904	0.462777	0.463152	0.463318	0.465353	0.463905	0.457061	0.457166	0.459088	0.458854	0.459362	0.459964	0.460705	0.461172	0.461334	0.462804	0.461743	0.447062	0.446637	0.451036	0.452807	0.454211	0.455085	0.455787	0.455594	0.452436	0.5	0.449871	0.451509	0.449644	0.449646	0.366636	0.371175	0.372384	0.381663	0.384185	0.387278	0.381413	0.388768
Pacuta_ATAC_TP3_1637	0.00720921	0	0.000964616	0.00192648	0.0017374	0.00306939	0.00731874	0.00619186	0.00617483	0.0045483	0	0	0.0010232	0.00372051	0.00443207	0.00601482	0.00584453	0.00047671	0.00367677	0.00394255	0	0	0	0	0.00216886	0.00472242	0.00188098	0.00233782	0	0.0000521853	0	0	0.18275	0.153812	0.202569	0.200873	0.218938	0.237088	0.23845	0.238936	0.237956	0.238265	0.240141	0.237833	0.239245	0.241165	0.240624	0.240944	0.242081	0.241974	0.233884	0.234002	0.235173	0.235576	0.23515	0.23603	0.23561	0.217719	0.243582	0.223408	0.224818	0.226646	0.228676	0.231117	0.282074	0.265037	0.270505	0.272317	0.274432	0.277721	0.277792	0.26623	0.270109	0.269495	0.2795	0.277788	0.279045	0.280403	0.283286	0.283449	0.269193	0.269661	0.268324	0.265587	0.263561	0.27701	0.278147	0.279089	0.280021	0.279835	0.279677	0.279937	0.269454	0.269016	0.271195	0.269851	0.272362	0.274498	0.274014	0.277088	0.275782	0.272588	0.272971	0.2712	0.270811	0.271267	0.278665	0.309568	0.291511	0.459266	0.463071	0.460897	0.461898	0.462991	0.4636	0.463439	0.465262	0.463895	0.456696	0.456783	0.459377	0.459169	0.459167	0.459982	0.460773	0.460969	0.461298	0.462768	0.461913	0.44663	0.446433	0.450988	0.45276	0.454263	0.454624	0.455623	0.455814	0.5	0.452436	0.450537	0.451106	0.448974	0.449673	0.366217	0.371852	0.372895	0.381827	0.383912	0.387453	0.381352	0.389094
Pacuta_ATHC_TP6_2870	0.013474	0.00547366	0.00755736	0.00833657	0.00837566	0.00952055	0.0135689	0.0127194	0.0126643	0.0109601	0	0	0.00773053	0.0102896	0.0108618	0.0125475	0.0123525	0.00723908	0.0102055	0.0106196	0	0.00212893	0.00234989	0.00382275	0.00867951	0.011333	0.00857993	0.00901187	0.00649023	0.00672481	0	0.000184072	0.187219	0.158617	0.20666	0.205179	0.222757	0.240729	0.241872	0.242187	0.241403	0.241716	0.243635	0.241105	0.242494	0.244606	0.24412	0.244551	0.245539	0.245656	0.237214	0.237478	0.238787	0.239052	0.238581	0.239481	0.239005	0.221297	0.24691	0.227075	0.228143	0.229979	0.232324	0.234789	0.28575	0.268094	0.273394	0.275546	0.27756	0.280897	0.281016	0.269468	0.273291	0.27266	0.282382	0.280804	0.281946	0.28354	0.28641	0.286337	0.272245	0.272766	0.271595	0.268772	0.266793	0.28007	0.281315	0.282622	0.283303	0.283162	0.282972	0.283135	0.273287	0.272012	0.274447	0.272881	0.275556	0.277446	0.277168	0.280656	0.279246	0.275941	0.276142	0.274368	0.274311	0.274543	0.282768	0.312383	0.294276	0.463232	0.467219	0.464798	0.465884	0.466681	0.467265	0.467391	0.468917	0.467971	0.460605	0.460812	0.462685	0.462512	0.463168	0.463877	0.464416	0.464865	0.465359	0.466429	0.466049	0.450125	0.449652	0.454303	0.456581	0.457884	0.458515	0.459218	0.5	0.455814	0.455594	0.453748	0.454841	0.452105	0.453194	0.369556	0.374447	0.375925	0.384918	0.387246	0.390311	0.384534	0.392119
Pacuta_ATHC_TP5_2877	0.0139714	0.00594981	0.0080201	0.00875354	0.00874974	0.00998135	0.0140904	0.0130838	0.0132107	0.0114034	0	0	0.00774635	0.0103671	0.0109555	0.0126298	0.0125737	0.00723217	0.010425	0.0106778	0	0.00215907	0.00259313	0.00391163	0.00870444	0.0112597	0.00846329	0.00889405	0.00635238	0.00655912	0	0.000232441	0.187362	0.159029	0.206652	0.205002	0.223022	0.240717	0.242399	0.242519	0.241674	0.241972	0.243813	0.241479	0.242546	0.244655	0.244137	0.244501	0.245665	0.245543	0.237993	0.237839	0.238919	0.239438	0.239017	0.239564	0.23924	0.221862	0.247149	0.227683	0.228523	0.23049	0.232728	0.235341	0.285735	0.267989	0.273158	0.275597	0.277495	0.280698	0.280916	0.269626	0.273277	0.27293	0.282606	0.281044	0.282281	0.283506	0.286598	0.286695	0.272968	0.273421	0.271686	0.268786	0.266536	0.280174	0.281206	0.282309	0.283191	0.283201	0.282839	0.282904	0.273149	0.272121	0.274806	0.273067	0.275637	0.277588	0.276953	0.280694	0.278894	0.275885	0.276336	0.27407	0.273966	0.274503	0.28332	0.312464	0.294405	0.462526	0.466949	0.465402	0.465363	0.466689	0.466801	0.466861	0.46874	0.468375	0.460225	0.461269	0.462849	0.462058	0.463149	0.463814	0.464599	0.464423	0.464935	0.466351	0.465104	0.450459	0.450672	0.455501	0.456655	0.457768	0.458621	0.5	0.459218	0.455623	0.455787	0.453519	0.45509	0.45317	0.453825	0.369697	0.374413	0.375924	0.385189	0.387113	0.390476	0.384643	0.392041
Pacuta_HTHC_TP10_2300	0.0154368	0.00757824	0.00953596	0.01037	0.0105001	0.011795	0.0156134	0.0146928	0.0147374	0.0130781	0	0	0.00931818	0.0117916	0.0125192	0.014226	0.013882	0.00865172	0.0116683	0.0121003	0.00148171	0.00368644	0.00404785	0.00544425	0.00985865	0.0125869	0.00976723	0.010199	0.00770198	0.00796783	0	0.00127982	0.187967	0.159518	0.207409	0.205672	0.223582	0.241937	0.2427	0.243192	0.242162	0.242691	0.244566	0.241925	0.243216	0.245593	0.245029	0.245326	0.246349	0.246682	0.238467	0.238359	0.239395	0.239753	0.239324	0.240025	0.239499	0.222283	0.247983	0.227639	0.229287	0.230833	0.233062	0.235389	0.2865	0.269091	0.27434	0.275999	0.278255	0.28165	0.281661	0.270098	0.274092	0.273676	0.282757	0.281292	0.28239	0.284237	0.287124	0.287278	0.272601	0.273882	0.272721	0.269148	0.267752	0.281458	0.282188	0.283722	0.284023	0.284071	0.283604	0.28418	0.273467	0.272511	0.275363	0.273835	0.276895	0.278165	0.278447	0.281236	0.280019	0.276508	0.27677	0.275109	0.274988	0.275581	0.283805	0.313382	0.294968	0.463194	0.467497	0.465603	0.467214	0.466643	0.466907	0.467248	0.469837	0.468725	0.460265	0.462207	0.461931	0.462521	0.463572	0.464606	0.464089	0.464428	0.465328	0.466613	0.4662	0.449931	0.448703	0.45436	0.457428	0.457427	0.5	0.458621	0.458515	0.454624	0.455085	0.453982	0.455855	0.452371	0.452617	0.369376	0.374068	0.375413	0.385224	0.387717	0.390469	0.384858	0.392274
Pacuta_HTAC_TP6_1466	0.0114255	0.003555	0.00563608	0.00639878	0.00630613	0.00759809	0.0116296	0.0106763	0.0107436	0.00904578	0	0	0.00559604	0.00841566	0.00887028	0.0106388	0.0104855	0.00518046	0.00830442	0.0087881	0	0.0000184593	0.000491624	0.0017973	0.00659048	0.00931602	0.00650887	0.00695654	0.00429157	0.0045864	0	0	0.185674	0.157107	0.20522	0.203711	0.221358	0.239439	0.240576	0.240985	0.239967	0.24036	0.242362	0.23983	0.241172	0.24324	0.242678	0.24313	0.244216	0.244134	0.236391	0.236134	0.237263	0.237759	0.237212	0.238065	0.237658	0.220135	0.245694	0.225667	0.227218	0.228736	0.231259	0.233327	0.284651	0.267295	0.272479	0.274673	0.276455	0.280072	0.280021	0.268389	0.272511	0.271948	0.281016	0.27936	0.280396	0.282308	0.284938	0.285097	0.271212	0.271649	0.270269	0.267275	0.265502	0.279042	0.280204	0.281368	0.28201	0.282053	0.281513	0.281838	0.271613	0.27079	0.273285	0.271662	0.274529	0.276278	0.27603	0.279383	0.277743	0.274557	0.274745	0.273126	0.272975	0.27325	0.281503	0.311539	0.29322	0.461496	0.46578	0.463431	0.464558	0.465291	0.465496	0.465969	0.467791	0.4665	0.459231	0.459718	0.461328	0.4611	0.462046	0.462297	0.462854	0.463319	0.463641	0.465177	0.464305	0.448926	0.44833	0.453412	0.455843	0.5	0.457427	0.457768	0.457884	0.454263	0.454211	0.45268	0.453844	0.451413	0.451812	0.368054	0.372944	0.374882	0.383464	0.386	0.389176	0.383082	0.39071
Pacuta_HTHC_TP9_2305	0.0110404	0.00323502	0.00516935	0.00612012	0.00602748	0.00719795	0.0112719	0.0103726	0.0103912	0.00874746	0	0	0.00480763	0.00751793	0.00807066	0.00993543	0.00968827	0.00442482	0.00763456	0.00794301	0	0	0	0.00122391	0.00582083	0.00841627	0.00562875	0.00604713	0.00357928	0.00364948	0	0	0.184812	0.15583	0.204739	0.202845	0.220553	0.239399	0.240577	0.240635	0.239933	0.240103	0.24219	0.239545	0.240735	0.243135	0.242663	0.242782	0.243927	0.244227	0.236409	0.235778	0.237067	0.237599	0.237065	0.237919	0.237274	0.220077	0.245606	0.225579	0.227113	0.228352	0.231009	0.233463	0.283691	0.266916	0.27231	0.273777	0.276065	0.279439	0.279506	0.268056	0.271976	0.271953	0.281084	0.279556	0.280495	0.282371	0.284976	0.285247	0.271234	0.272145	0.270628	0.267577	0.265607	0.278938	0.27998	0.281335	0.281703	0.28161	0.281376	0.281724	0.27164	0.270891	0.273408	0.271649	0.274521	0.275921	0.27617	0.279138	0.27768	0.274358	0.274814	0.273062	0.272566	0.273292	0.280907	0.311026	0.292948	0.460604	0.464668	0.463149	0.463834	0.463817	0.464281	0.464764	0.467247	0.466161	0.457827	0.459657	0.46062	0.460342	0.461489	0.462065	0.462022	0.46196	0.463113	0.463898	0.463605	0.447887	0.446997	0.452185	0.5	0.455843	0.457428	0.456655	0.456581	0.45276	0.452807	0.452458	0.454015	0.451144	0.450929	0.367648	0.371962	0.373394	0.383337	0.385381	0.388179	0.382282	0.389591
Pacuta_ATHC_TP4_1220	0.0171026	0.00928148	0.011165	0.0120773	0.0120186	0.0131815	0.0172156	0.0162547	0.0161842	0.0146663	0	0	0.0113938	0.0139404	0.0144582	0.0162016	0.0161463	0.0109646	0.0139641	0.0142271	0.00370608	0.00588796	0.00615673	0.00759352	0.0118775	0.0146088	0.0117234	0.0122017	0.00970748	0.00990123	0.00185881	0.00343037	0.190973	0.160617	0.209363	0.20721	0.224765	0.242588	0.243526	0.243969	0.243083	0.243388	0.245272	0.242858	0.244233	0.246325	0.245686	0.246123	0.247252	0.247245	0.239189	0.239224	0.240272	0.240646	0.240353	0.241109	0.240709	0.223105	0.249431	0.228902	0.230495	0.231852	0.234121	0.236518	0.286186	0.268886	0.273934	0.276151	0.278093	0.281391	0.2816	0.269929	0.273951	0.2733	0.284127	0.282235	0.283304	0.285051	0.288029	0.288119	0.274132	0.274127	0.273248	0.270355	0.268135	0.281918	0.282841	0.284141	0.284894	0.284736	0.284295	0.284543	0.274462	0.273818	0.276127	0.274433	0.276959	0.279082	0.27871	0.282024	0.280562	0.277159	0.277724	0.275901	0.275201	0.275814	0.28267	0.313391	0.294327	0.45867	0.463567	0.461283	0.461256	0.462564	0.46246	0.462915	0.464669	0.463917	0.455882	0.457606	0.458427	0.457867	0.458789	0.459286	0.459909	0.460052	0.460636	0.462633	0.461278	0.446158	0.445653	0.5	0.452185	0.453412	0.45436	0.455501	0.454303	0.450988	0.451036	0.44926	0.451	0.447739	0.449303	0.370712	0.373203	0.374449	0.383358	0.385606	0.388933	0.383828	0.391411
Pacuta_ATHC_TP9_2873	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.176236	0.146038	0.197134	0.194716	0.212709	0.232888	0.234381	0.234578	0.233521	0.233906	0.235851	0.233504	0.234573	0.23684	0.23626	0.23662	0.237852	0.237776	0.229802	0.229496	0.230762	0.231219	0.230886	0.231572	0.231395	0.213631	0.239473	0.219554	0.220515	0.221872	0.224479	0.227021	0.27707	0.259836	0.2654	0.267624	0.269553	0.273008	0.273143	0.261746	0.265731	0.265136	0.273859	0.272371	0.273496	0.274859	0.277911	0.277813	0.263798	0.264693	0.263347	0.260685	0.258667	0.272072	0.272763	0.273995	0.274721	0.274623	0.274501	0.274554	0.264993	0.263665	0.266226	0.264764	0.267303	0.269161	0.268616	0.272067	0.270611	0.267517	0.267959	0.265853	0.265795	0.26623	0.272633	0.304729	0.286023	0.452532	0.456343	0.454942	0.455299	0.455857	0.456259	0.456567	0.458177	0.457731	0.450462	0.451508	0.452213	0.452385	0.452897	0.453857	0.454202	0.454458	0.455206	0.455774	0.455211	0.441002	0.5	0.445653	0.446997	0.44833	0.448703	0.450672	0.449652	0.446433	0.446637	0.44439	0.445801	0.44419	0.444776	0.361521	0.365612	0.367538	0.376682	0.378992	0.381371	0.376063	0.382976
Pacuta_ATAC_TP11_1103	0.00281816	0	0	0	0	0	0.00306626	0.00188302	0.00212092	0.000257525	0	0	0	0	0	0.000884415	0.000780074	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.179226	0.149351	0.199287	0.19731	0.215028	0.23456	0.235804	0.235789	0.234902	0.235329	0.237286	0.234718	0.235893	0.238255	0.237673	0.237897	0.23904	0.2391	0.231278	0.231052	0.232252	0.2327	0.232263	0.23286	0.232531	0.21458	0.241231	0.220591	0.221855	0.223392	0.225872	0.228426	0.278811	0.26146	0.266909	0.269139	0.270916	0.274252	0.274339	0.263177	0.266956	0.266536	0.275878	0.274307	0.275144	0.27664	0.279709	0.279759	0.26588	0.266511	0.265577	0.262233	0.260326	0.27413	0.274645	0.276171	0.276643	0.27659	0.276299	0.276509	0.266638	0.26583	0.268156	0.266214	0.269226	0.270987	0.270741	0.273923	0.27256	0.269453	0.269658	0.267958	0.267693	0.268288	0.274131	0.306103	0.286927	0.454208	0.457315	0.456079	0.456903	0.457324	0.457201	0.457468	0.459174	0.458343	0.451156	0.452063	0.453569	0.453071	0.453901	0.454752	0.455217	0.455019	0.455762	0.456987	0.456202	0.5	0.441002	0.446158	0.447887	0.448926	0.449931	0.450459	0.450125	0.44663	0.447062	0.445343	0.446389	0.444435	0.444098	0.36214	0.366306	0.368015	0.377383	0.3795	0.382256	0.377271	0.384109
Pacuta_HTAC_TP7_1728	0.0264358	0.0187776	0.0205807	0.0213234	0.0212977	0.0224266	0.0264431	0.0255667	0.0255156	0.0239192	0	0.00442871	0.0208873	0.0232362	0.0239522	0.0256451	0.0255236	0.0203749	0.0232782	0.0237447	0.0132205	0.0152323	0.0157937	0.0171122	0.0212763	0.0242237	0.0212382	0.0217404	0.0194135	0.0195021	0.0115622	0.0131493	0.197077	0.16949	0.214647	0.213479	0.231338	0.248269	0.248819	0.249369	0.248666	0.249054	0.250884	0.248527	0.250031	0.251998	0.251595	0.251891	0.252996	0.253174	0.244398	0.244445	0.245463	0.245745	0.245465	0.246347	0.245943	0.228399	0.254246	0.233703	0.235601	0.237237	0.23925	0.241287	0.293607	0.27588	0.280732	0.282319	0.284894	0.288231	0.288317	0.276041	0.280083	0.279515	0.289589	0.288158	0.288932	0.290813	0.29374	0.293881	0.278953	0.27935	0.277744	0.274902	0.2729	0.287639	0.288654	0.289697	0.290266	0.290307	0.289925	0.29051	0.278986	0.278262	0.280649	0.279148	0.282266	0.284188	0.283788	0.287536	0.286131	0.281748	0.282382	0.281508	0.280601	0.281104	0.291942	0.319152	0.301189	0.472366	0.476436	0.47484	0.475301	0.475704	0.476332	0.476621	0.479133	0.477795	0.4688	0.468722	0.469994	0.471064	0.4709	0.471653	0.472469	0.473233	0.474018	0.47571	0.5	0.456202	0.455211	0.461278	0.463605	0.464305	0.4662	0.465104	0.466049	0.461913	0.461743	0.461067	0.461425	0.458305	0.459283	0.375507	0.381981	0.383135	0.391241	0.393581	0.39769	0.392076	0.400262
Pacuta_HTAC_TP1_2414	0.0268795	0.019188	0.020929	0.0218647	0.0216987	0.0229209	0.0269965	0.0259202	0.0259046	0.0244202	0	0.00484127	0.0210782	0.0234364	0.0241191	0.025825	0.02568	0.0206227	0.0234842	0.0238528	0.0133358	0.0155073	0.0160082	0.0173729	0.0214453	0.0242664	0.0212922	0.0217941	0.0193981	0.0196021	0.0115018	0.0132225	0.197346	0.169748	0.214321	0.214335	0.231977	0.24837	0.249239	0.249472	0.248783	0.249244	0.251084	0.248745	0.250039	0.252173	0.251664	0.252127	0.253187	0.253175	0.244544	0.24488	0.24579	0.24586	0.245657	0.246551	0.246242	0.228479	0.254618	0.234129	0.235595	0.237486	0.239554	0.241671	0.293995	0.275735	0.280753	0.282622	0.285026	0.288379	0.288505	0.276314	0.280302	0.279617	0.290116	0.288577	0.289538	0.291234	0.294503	0.294333	0.279427	0.279808	0.278367	0.275389	0.27359	0.287982	0.289199	0.290226	0.291189	0.290965	0.290584	0.291018	0.27979	0.279232	0.281545	0.27983	0.282662	0.284967	0.284366	0.288159	0.286503	0.282536	0.283058	0.281855	0.280986	0.281732	0.292735	0.319923	0.3016	0.472857	0.477155	0.474986	0.476018	0.476867	0.476929	0.477329	0.479268	0.478099	0.469199	0.469332	0.471124	0.471458	0.471248	0.472133	0.473406	0.473974	0.474324	0.5	0.47571	0.456987	0.455774	0.462633	0.463898	0.465177	0.466613	0.466351	0.466429	0.462768	0.462804	0.46069	0.461851	0.459182	0.45986	0.376588	0.38233	0.383201	0.392158	0.394459	0.398505	0.392766	0.400911
Pacuta_ATHC_TP7_2878	0.0242111	0.0165496	0.0184391	0.0193437	0.0191711	0.0202895	0.0243458	0.0235126	0.0234022	0.0217654	0	0.00217108	0.0184626	0.0209178	0.0215412	0.0232237	0.0230247	0.0179132	0.0207943	0.0213004	0.010953	0.0129389	0.0133823	0.0146354	0.0190651	0.0217712	0.018997	0.0195096	0.0170012	0.0172765	0.00920518	0.0108264	0.195267	0.167934	0.213427	0.212445	0.230178	0.247088	0.248011	0.248286	0.247505	0.247969	0.249877	0.247446	0.248834	0.250831	0.250487	0.250736	0.251801	0.25186	0.243521	0.243712	0.244628	0.24482	0.24475	0.245543	0.244894	0.22749	0.253188	0.233084	0.234538	0.236015	0.238391	0.240498	0.292178	0.274275	0.279369	0.281181	0.283417	0.286695	0.286788	0.274798	0.278538	0.278221	0.288757	0.287167	0.288183	0.290054	0.292804	0.292903	0.278339	0.2786	0.276972	0.274234	0.272094	0.286412	0.287372	0.28857	0.289304	0.289237	0.288896	0.289242	0.278421	0.277559	0.279941	0.278556	0.281254	0.283266	0.282785	0.286378	0.285023	0.28119	0.281672	0.280336	0.279446	0.280157	0.290645	0.318377	0.300536	0.470843	0.474974	0.473161	0.474026	0.474541	0.474841	0.475158	0.477353	0.476224	0.467813	0.467523	0.469217	0.469817	0.470071	0.470641	0.471429	0.472149	0.5	0.474324	0.474018	0.455762	0.455206	0.460636	0.463113	0.463641	0.465328	0.464935	0.465359	0.461298	0.461334	0.459883	0.460831	0.458079	0.458829	0.375187	0.380931	0.382047	0.390575	0.392862	0.396808	0.390886	0.39908
